id_instr,description,instr_type_01,instr_type_02,instr_type_03,issuer,cpn,cpn_freq,maturity,isin,cusip,bloom_ticker,currency,id_curve
US3133XWKV08,FHLB 2.375 3/14/2014,BOND,AGEN,YIELD,FHLB,2.375,NA,3/14/14,US3133XWKV08,'3133XWKV',US3133XWKV08 Govt,USD,AGEN_USD_USA
US3133XWNB17,FHLB 2.875 6/12/2015,BOND,AGEN,YIELD,FHLB,2.875,NA,6/12/15,US3133XWNB17,'3133XWNB',US3133XWNB17 Govt,USD,AGEN_USD_USA
US3133XWTZ21,FHLB 2.875 9/11/2015,BOND,AGEN,YIELD,FHLB,2.875,NA,9/11/15,US3133XWTZ21,'3133XWTZ',US3133XWTZ21 Govt,USD,AGEN_USD_USA
US3133XWX959,FHLB 2.750 3/13/2015,BOND,AGEN,YIELD,FHLB,2.75,NA,3/13/15,US3133XWX959,'3133XWX9',US3133XWX959 Govt,USD,AGEN_USD_USA
US3133XYRC10,FHLB 2.430 6/15/2015,BOND,AGEN,YIELD,FHLB,2.43,NA,6/15/15,US3133XYRC10,'3133XYRC',US3133XYRC10 Govt,USD,AGEN_USD_USA
US313370JB56,FHLB 1.750 9/11/2015,BOND,AGEN,YIELD,FHLB,1.75,NA,9/11/15,US313370JB56,'313370JB',US313370JB56 Govt,USD,AGEN_USD_USA
US313370JS81,FHLB 1.375 9/12/2014,BOND,AGEN,YIELD,FHLB,1.375,NA,9/12/14,US313370JS81,'313370JS',US313370JS81 Govt,USD,AGEN_USD_USA
US313370LC02,FHLB 1.750 8/10/2015,BOND,AGEN,YIELD,FHLB,1.75,NA,8/10/15,US313370LC02,'313370LC',US313370LC02 Govt,USD,AGEN_USD_USA
US313370NE40,FHLB 1.630 8/20/2015,BOND,AGEN,YIELD,FHLB,1.63,NA,8/20/15,US313370NE40,'313370NE',US313370NE40 Govt,USD,AGEN_USD_USA
US3133716Z40,FHLB 1.625 9/28/2015,BOND,AGEN,YIELD,FHLB,1.625,NA,9/28/15,US3133716Z40,'3133716Z',US3133716Z40 Govt,USD,AGEN_USD_USA
US313371NW21,FHLB 1.375 12/11/2015,BOND,AGEN,YIELD,FHLB,1.375,NA,12/11/15,US313371NW21,'313371NW',US313371NW21 Govt,USD,AGEN_USD_USA
US313371PC49,FHLB 0.875 12/12/2014,BOND,AGEN,YIELD,FHLB,0.875,NA,12/12/14,US313371PC49,'313371PC',US313371PC49 Govt,USD,AGEN_USD_USA
US313371VF06,FHLB 1.625 12/11/2015,BOND,AGEN,YIELD,FHLB,1.625,NA,12/11/15,US313371VF06,'313371VF',US313371VF06 Govt,USD,AGEN_USD_USA
US313371W511,FHLB 1.250 12/12/2014,BOND,AGEN,YIELD,FHLB,1.25,NA,12/12/14,US313371W511,'313371W5',US313371W511 Govt,USD,AGEN_USD_USA
US313371ZY58,FHLB 1.875 12/11/2015,BOND,AGEN,YIELD,FHLB,1.875,NA,12/11/15,US313371ZY58,'313371ZY',US313371ZY58 Govt,USD,AGEN_USD_USA
US3133725D29,FHLB 2.125 12/21/2015,BOND,AGEN,YIELD,FHLB,2.125,NA,12/21/15,US3133725D29,'3133725D',US3133725D29 Govt,USD,AGEN_USD_USA
US313372C289,FHLB 2.375 12/11/2015,BOND,AGEN,YIELD,FHLB,2.375,NA,12/11/15,US313372C289,'313372C2',US313372C289 Govt,USD,AGEN_USD_USA
US313373JR48,FHLB 1.375 5/28/2014,BOND,AGEN,YIELD,FHLB,1.375,NA,5/28/14,US313373JR48,'313373JR',US313373JR48 Govt,USD,AGEN_USD_USA
US313376ZQ12,FHLB 0.375 3/13/2015,BOND,AGEN,YIELD,FHLB,0.375,NA,3/13/15,US313376ZQ12,'313376ZQ',US313376ZQ12 Govt,USD,AGEN_USD_USA
US3133783D10,FHLB 0.300 2/13/2014,BOND,AGEN,YIELD,FHLB,0.3,NA,2/13/14,US3133783D10,'3133783D',US3133783D10 Govt,USD,AGEN_USD_USA
US313379ER62,FHLB 0.500 6/12/2015,BOND,AGEN,YIELD,FHLB,0.5,NA,6/12/15,US313379ER62,'313379ER',US313379ER62 Govt,USD,AGEN_USD_USA
US313379SK63,FHLB 0.400 7/2/2014,BOND,AGEN,YIELD,FHLB,0.4,NA,7/2/14,US313379SK63,'313379SK',US313379SK63 Govt,USD,AGEN_USD_USA
US313379TL38,FHLB 0.375 6/12/2014,BOND,AGEN,YIELD,FHLB,0.375,NA,6/12/14,US313379TL38,'313379TL',US313379TL38 Govt,USD,AGEN_USD_USA
US313380EE31,FHLB 0.250 2/14/2014,BOND,AGEN,YIELD,FHLB,0.25,NA,2/14/14,US313380EE31,'313380EE',US313380EE31 Govt,USD,AGEN_USD_USA
US313380EF06,FHLB 0.250 2/18/2014,BOND,AGEN,YIELD,FHLB,0.25,NA,2/18/14,US313380EF06,'313380EF',US313380EF06 Govt,USD,AGEN_USD_USA
US313380GX93,FHLB 0.280 2/24/2014,BOND,AGEN,YIELD,FHLB,0.28,NA,2/24/14,US313380GX93,'313380GX',US313380GX93 Govt,USD,AGEN_USD_USA
US313380L960,FHLB 0.500 11/20/2015,BOND,AGEN,YIELD,FHLB,0.5,NA,11/20/15,US313380L960,'313380L9',US313380L960 Govt,USD,AGEN_USD_USA
US313380VC81,FHLB 0.250 4/11/2014,BOND,AGEN,YIELD,FHLB,0.25,NA,4/11/14,US313380VC81,'313380VC',US313380VC81 Govt,USD,AGEN_USD_USA
US313380VH78,FHLB 0.270 4/3/2014,BOND,AGEN,YIELD,FHLB,0.27,NA,4/3/14,US313380VH78,'313380VH',US313380VH78 Govt,USD,AGEN_USD_USA
US313380X858,FHLB 0.230 4/15/2014,BOND,AGEN,YIELD,FHLB,0.23,NA,4/15/14,US313380X858,'313380X8',US313380X858 Govt,USD,AGEN_USD_USA
US313380YE11,FHLB 0.240 4/22/2014,BOND,AGEN,YIELD,FHLB,0.24,NA,4/22/14,US313380YE11,'313380YE',US313380YE11 Govt,USD,AGEN_USD_USA
US313381H248,FHLB 0.250 1/16/2015,BOND,AGEN,YIELD,FHLB,0.25,NA,1/16/15,US313381H248,'313381H2',US313381H248 Govt,USD,AGEN_USD_USA
US313381YP41,FHLB 0.250 2/20/2015,BOND,AGEN,YIELD,FHLB,0.25,NA,2/20/15,US313381YP41,'313381YP',US313381YP41 Govt,USD,AGEN_USD_USA
US3134A2HF86,FHLMC 0.000 11/24/2014,BOND,AGEN,YIELD,FHLMC,0,NA,11/24/14,US3134A2HF86,'3134A2HF',US3134A2HF86 Govt,USD,AGEN_USD_USA
US3128X23A13,FHLMC 4.500 4/2/2014,BOND,AGEN,YIELD,FHLMC,4.5,NA,4/2/14,US3128X23A13,'3128X23A',US3128X23A13 Govt,USD,AGEN_USD_USA
US3134A4UU62,FHLMC 5.000 7/15/2014,BOND,AGEN,YIELD,FHLMC,5,NA,7/15/14,US3134A4UU62,'3134A4UU',US3134A4UU62 Govt,USD,AGEN_USD_USA
US3128X3L764,FHLMC 5.000 11/13/2014,BOND,AGEN,YIELD,FHLMC,5,NA,11/13/14,US3128X3L764,'3128X3L7',US3128X3L764 Govt,USD,AGEN_USD_USA
US3128X33E17,FHLMC 5.050 1/26/2015,BOND,AGEN,YIELD,FHLMC,5.05,NA,1/26/15,US3128X33E17,'3128X33E',US3128X33E17 Govt,USD,AGEN_USD_USA
US3134A4UX02,FHLMC 4.500 1/15/2015,BOND,AGEN,YIELD,FHLMC,4.5,NA,1/15/15,US3134A4UX02,'3134A4UX',US3134A4UX02 Govt,USD,AGEN_USD_USA
US3134A4VC55,FHLMC 4.375 7/17/2015,BOND,AGEN,YIELD,FHLMC,4.375,NA,7/17/15,US3134A4VC55,'3134A4VC',US3134A4VC55 Govt,USD,AGEN_USD_USA
US3134A4VG69,FHLMC 4.750 11/17/2015,BOND,AGEN,YIELD,FHLMC,4.75,NA,11/17/15,US3134A4VG69,'3134A4VG',US3134A4VG69 Govt,USD,AGEN_USD_USA
US3134A4ZT45,FHLMC 4.750 1/19/2016,BOND,AGEN,YIELD,FHLMC,4.75,NA,1/19/16,US3134A4ZT45,'3134A4ZT',US3134A4ZT45 Govt,USD,AGEN_USD_USA
US3137EACB31,FHLMC 2.500 4/23/2014,BOND,AGEN,YIELD,FHLMC,2.5,NA,4/23/14,US3137EACB31,'3137EACB',US3137EACB31 Govt,USD,AGEN_USD_USA
US3137EACD96,FHLMC 3.000 7/28/2014,BOND,AGEN,YIELD,FHLMC,3,NA,7/28/14,US3137EACD96,'3137EACD',US3137EACD96 Govt,USD,AGEN_USD_USA
US3128X9ML13,FHLMC 2.650 11/6/2014,BOND,AGEN,YIELD,FHLMC,2.65,NA,11/6/14,US3128X9ML13,'3128X9ML',US3128X9ML13 Govt,USD,AGEN_USD_USA
US3128X9QX15,FHLMC 2.520 12/9/2014,BOND,AGEN,YIELD,FHLMC,2.52,NA,12/9/14,US3128X9QX15,'3128X9QX',US3128X9QX15 Govt,USD,AGEN_USD_USA
US3137EACH01,FHLMC 2.875 2/9/2015,BOND,AGEN,YIELD,FHLMC,2.875,NA,2/9/15,US3137EACH01,'3137EACH',US3137EACH01 Govt,USD,AGEN_USD_USA
US3128X9C737,FHLMC 2.175 2/19/2014,BOND,AGEN,YIELD,FHLMC,2.175,NA,2/19/14,US3128X9C737,'3128X9C7',US3128X9C737 Govt,USD,AGEN_USD_USA
US3137EACM95,FHLMC 1.750 9/10/2015,BOND,AGEN,YIELD,FHLMC,1.75,NA,9/10/15,US3137EACM95,'3137EACM',US3137EACM95 Govt,USD,AGEN_USD_USA
US3137EACR82,FHLMC 1.375 2/25/2014,BOND,AGEN,YIELD,FHLMC,1.375,NA,2/25/14,US3137EACR82,'3137EACR',US3137EACR82 Govt,USD,AGEN_USD_USA
US3134G2CL49,FHLMC 1.350 4/29/2014,BOND,AGEN,YIELD,FHLMC,1.35,NA,4/29/14,US3134G2CL49,'3134G2CL',US3134G2CL49 Govt,USD,AGEN_USD_USA
US3137EACU12,FHLMC 1.000 7/30/2014,BOND,AGEN,YIELD,FHLMC,1,NA,7/30/14,US3137EACU12,'3137EACU',US3137EACU12 Govt,USD,AGEN_USD_USA
US3137EACV94,FHLMC 1.000 8/27/2014,BOND,AGEN,YIELD,FHLMC,1,NA,8/27/14,US3137EACV94,'3137EACV',US3137EACV94 Govt,USD,AGEN_USD_USA
US3134G2UA81,FHLMC 1.000 8/20/2014,BOND,AGEN,YIELD,FHLMC,1,NA,8/20/14,US3134G2UA81,'3134G2UA',US3134G2UA81 Govt,USD,AGEN_USD_USA
US3134G2WG34,FHLMC 0.750 9/22/2014,BOND,AGEN,YIELD,FHLMC,0.75,NA,9/22/14,US3134G2WG34,'3134G2WG',US3134G2WG34 Govt,USD,AGEN_USD_USA
US3134G2YJ54,FHLMC 0.500 9/19/2014,BOND,AGEN,YIELD,FHLMC,0.5,NA,9/19/14,US3134G2YJ54,'3134G2YJ',US3134G2YJ54 Govt,USD,AGEN_USD_USA
US3134G3LA65,FHLMC 0.375 2/27/2014,BOND,AGEN,YIELD,FHLMC,0.375,NA,2/27/14,US3134G3LA65,'3134G3LA',US3134G3LA65 Govt,USD,AGEN_USD_USA
US3134G3NS55,FHLMC 0.300 3/21/2014,BOND,AGEN,YIELD,FHLMC,0.3,NA,3/21/14,US3134G3NS55,'3134G3NS',US3134G3NS55 Govt,USD,AGEN_USD_USA
US3137EADD87,FHLMC 0.500 4/17/2015,BOND,AGEN,YIELD,FHLMC,0.5,NA,4/17/15,US3137EADD87,'3137EADD',US3137EADD87 Govt,USD,AGEN_USD_USA
US3134G3SB75,FHLMC 0.375 4/28/2014,BOND,AGEN,YIELD,FHLMC,0.375,NA,4/28/14,US3134G3SB75,'3134G3SB',US3134G3SB75 Govt,USD,AGEN_USD_USA
US3134G3WQ98,FHLMC 0.000 1/30/2015,BOND,AGEN,YIELD,FHLMC,0,NA,1/30/15,US3134G3WQ98,'3134G3WQ',US3134G3WQ98 Govt,USD,AGEN_USD_USA
US3134G3YW49,FHLMC 0.375 8/28/2014,BOND,AGEN,YIELD,FHLMC,0.375,NA,8/28/14,US3134G3YW49,'3134G3YW',US3134G3YW49 Govt,USD,AGEN_USD_USA
US3134G3ZA10,FHLMC 0.500 8/28/2015,BOND,AGEN,YIELD,FHLMC,0.5,NA,8/28/15,US3134G3ZA10,'3134G3ZA',US3134G3ZA10 Govt,USD,AGEN_USD_USA
US3134G3H781,FHLMC 0.350 12/5/2014,BOND,AGEN,YIELD,FHLMC,0.35,NA,12/5/14,US3134G3H781,'3134G3H7',US3134G3H781 Govt,USD,AGEN_USD_USA
US3134G3J761,FHLMC 0.450 9/4/2015,BOND,AGEN,YIELD,FHLMC,0.45,NA,9/4/15,US3134G3J761,'3134G3J7',US3134G3J761 Govt,USD,AGEN_USD_USA
US3134G3Q527,FHLMC 0.250 8/14/2014,BOND,AGEN,YIELD,FHLMC,0.25,NA,8/14/14,US3134G3Q527,'3134G3Q5',US3134G3Q527 Govt,USD,AGEN_USD_USA
US3134G3W558,FHLMC 0.450 11/24/2015,BOND,AGEN,YIELD,FHLMC,0.45,NA,11/24/15,US3134G3W558,'3134G3W5',US3134G3W558 Govt,USD,AGEN_USD_USA
US3134G32E94,FHLMC 0.320 12/3/2014,BOND,AGEN,YIELD,FHLMC,0.32,NA,12/3/14,US3134G32E94,'3134G32E',US3134G32E94 Govt,USD,AGEN_USD_USA
US3134G34N75,FHLMC 0.300 1/9/2015,BOND,AGEN,YIELD,FHLMC,0.3,NA,1/9/15,US3134G34N75,'3134G34N',US3134G34N75 Govt,USD,AGEN_USD_USA
US313586QR34,FNMA 0.000 7/5/2014,BOND,AGEN,YIELD,FNMA,0,NA,7/5/14,US313586QR34,'313586QR',US313586QR34 Govt,USD,AGEN_USD_USA
US31364A4J82,FNMA 8.180 2/15/2014,BOND,AGEN,YIELD,FNMA,8.18,NA,2/15/14,US31364A4J82,'31364A4J',US31364A4J82 Govt,USD,AGEN_USD_USA
US31359MUT88,FNMA 4.125 4/15/2014,BOND,AGEN,YIELD,FNMA,4.125,NA,4/15/14,US31359MUT88,'31359MUT',US31359MUT88 Govt,USD,AGEN_USD_USA
US31359MWJ88,FNMA 4.625 10/15/2014,BOND,AGEN,YIELD,FNMA,4.625,NA,10/15/14,US31359MWJ88,'31359MWJ',US31359MWJ88 Govt,USD,AGEN_USD_USA
US31359MXX63,FNMA 5.000 3/2/2015,BOND,AGEN,YIELD,FNMA,5,NA,3/2/15,US31359MXX63,'31359MXX',US31359MXX63 Govt,USD,AGEN_USD_USA
US31359MA453,FNMA 5.000 4/15/2015,BOND,AGEN,YIELD,FNMA,5,NA,4/15/15,US31359MA453,'31359MA4',US31359MA453 Govt,USD,AGEN_USD_USA
US31359MZC09,FNMA 4.375 10/15/2015,BOND,AGEN,YIELD,FNMA,4.375,NA,10/15/15,US31359MZC09,'31359MZC',US31359MZC09 Govt,USD,AGEN_USD_USA
US31398AVD17,FNMA 2.750 2/5/2014,BOND,AGEN,YIELD,FNMA,2.75,NA,2/5/14,US31398AVD17,'31398AVD',US31398AVD17 Govt,USD,AGEN_USD_USA
US31398AVZ29,FNMA 2.750 3/13/2014,BOND,AGEN,YIELD,FNMA,2.75,NA,3/13/14,US31398AVZ29,'31398AVZ',US31398AVZ29 Govt,USD,AGEN_USD_USA
US31398AXJ68,FNMA 2.500 5/15/2014,BOND,AGEN,YIELD,FNMA,2.5,NA,5/15/14,US31398AXJ68,'31398AXJ',US31398AXJ68 Govt,USD,AGEN_USD_USA
US31398AYY27,FNMA 3.000 9/16/2014,BOND,AGEN,YIELD,FNMA,3,NA,9/16/14,US31398AYY27,'31398AYY',US31398AYY27 Govt,USD,AGEN_USD_USA
US31398AZV78,FNMA 2.625 11/20/2014,BOND,AGEN,YIELD,FNMA,2.625,NA,11/20/14,US31398AZV78,'31398AZV',US31398AZV78 Govt,USD,AGEN_USD_USA
US31398AZZ82,FNMA 2.690 11/6/2014,BOND,AGEN,YIELD,FNMA,2.69,NA,11/6/14,US31398AZZ82,'31398AZZ',US31398AZZ82 Govt,USD,AGEN_USD_USA
US31398AU348,FNMA 2.375 7/28/2015,BOND,AGEN,YIELD,FNMA,2.375,NA,7/28/15,US31398AU348,'31398AU3',US31398AU348 Govt,USD,AGEN_USD_USA
US31398AZ545,FNMA 2.150 8/4/2015,BOND,AGEN,YIELD,FNMA,2.15,NA,8/4/15,US31398AZ545,'31398AZ5',US31398AZ545 Govt,USD,AGEN_USD_USA
US3136FPAB36,FNMA 2.000 8/18/2015,BOND,AGEN,YIELD,FNMA,2,NA,8/18/15,US3136FPAB36,'3136FPAB',US3136FPAB36 Govt,USD,AGEN_USD_USA
US31398A2W10,FNMA 1.350 2/24/2014,BOND,AGEN,YIELD,FNMA,1.35,NA,2/24/14,US31398A2W10,'31398A2W',US31398A2W10 Govt,USD,AGEN_USD_USA
US3136FPDY02,FNMA 1.875 9/9/2015,BOND,AGEN,YIELD,FNMA,1.875,NA,9/9/15,US3136FPDY02,'3136FPDY',US3136FPDY02 Govt,USD,AGEN_USD_USA
US31398A3G50,FNMA 1.500 9/8/2014,BOND,AGEN,YIELD,FNMA,1.5,NA,9/8/14,US31398A3G50,'31398A3G',US31398A3G50 Govt,USD,AGEN_USD_USA
US31398A3K62,FNMA 1.250 3/14/2014,BOND,AGEN,YIELD,FNMA,1.25,NA,3/14/14,US31398A3K62,'31398A3K',US31398A3K62 Govt,USD,AGEN_USD_USA
US31398A3R16,FNMA 1.350 3/21/2014,BOND,AGEN,YIELD,FNMA,1.35,NA,3/21/14,US31398A3R16,'31398A3R',US31398A3R16 Govt,USD,AGEN_USD_USA
US31398A3T71,FNMA 2.000 9/21/2015,BOND,AGEN,YIELD,FNMA,2,NA,9/21/15,US31398A3T71,'31398A3T',US31398A3T71 Govt,USD,AGEN_USD_USA
US3136FPLV70,FNMA 1.570 9/24/2014,BOND,AGEN,YIELD,FNMA,1.57,NA,9/24/14,US3136FPLV70,'3136FPLV',US3136FPLV70 Govt,USD,AGEN_USD_USA
US31398A4K53,FNMA 1.875 10/15/2015,BOND,AGEN,YIELD,FNMA,1.875,NA,10/15/15,US31398A4K53,'31398A4K',US31398A4K53 Govt,USD,AGEN_USD_USA
US31398A4M10,FNMA 1.625 10/26/2015,BOND,AGEN,YIELD,FNMA,1.625,NA,10/26/15,US31398A4M10,'31398A4M',US31398A4M10 Govt,USD,AGEN_USD_USA
US31398A5R97,FNMA 1.625 11/12/2015,BOND,AGEN,YIELD,FNMA,1.625,NA,11/12/15,US31398A5R97,'31398A5R',US31398A5R97 Govt,USD,AGEN_USD_USA
US3135G0AP87,FNMA 1.250 2/27/2014,BOND,AGEN,YIELD,FNMA,1.25,NA,2/27/14,US3135G0AP87,'3135G0AP',US3135G0AP87 Govt,USD,AGEN_USD_USA
US3135G0BJ19,FNMA 1.125 6/27/2014,BOND,AGEN,YIELD,FNMA,1.125,NA,6/27/14,US3135G0BJ19,'3135G0BJ',US3135G0BJ19 Govt,USD,AGEN_USD_USA
US3135G0BY85,FNMA 0.875 8/28/2014,BOND,AGEN,YIELD,FNMA,0.875,NA,8/28/14,US3135G0BY85,'3135G0BY',US3135G0BY85 Govt,USD,AGEN_USD_USA
US3135G0DW02,FNMA 0.625 10/30/2014,BOND,AGEN,YIELD,FNMA,0.625,NA,10/30/14,US3135G0DW02,'3135G0DW',US3135G0DW02 Govt,USD,AGEN_USD_USA
US3135G0HG16,FNMA 0.375 3/16/2015,BOND,AGEN,YIELD,FNMA,0.375,NA,3/16/15,US3135G0HG16,'3135G0HG',US3135G0HG16 Govt,USD,AGEN_USD_USA
US3135G0LN11,FNMA 0.500 7/2/2015,BOND,AGEN,YIELD,FNMA,0.5,NA,7/2/15,US3135G0LN11,'3135G0LN',US3135G0LN11 Govt,USD,AGEN_USD_USA
US3135G0NV19,FNMA 0.500 9/28/2015,BOND,AGEN,YIELD,FNMA,0.5,NA,9/28/15,US3135G0NV19,'3135G0NV',US3135G0NV19 Govt,USD,AGEN_USD_USA
US3135G0SB00,FNMA 0.375 12/21/2015,BOND,AGEN,YIELD,FNMA,0.375,NA,12/21/15,US3135G0SB00,'3135G0SB',US3135G0SB00 Govt,USD,AGEN_USD_USA
US62889KAB70,NCUAGT 1.400 6/12/2015,BOND,AGEN,YIELD,NCUAGT,1.4,NA,6/12/15,US62889KAB70,'62889KAB',US62889KAB70 Govt,USD,AGEN_USD_USA
US742651DA79,PEFCO 4.550 5/15/2015,BOND,AGEN,YIELD,PEFCO,4.55,NA,5/15/15,US742651DA79,'742651DA',US742651DA79 Govt,USD,AGEN_USD_USA
US742651DB52,PEFCO 4.950 11/15/2015,BOND,AGEN,YIELD,PEFCO,4.95,NA,11/15/15,US742651DB52,'742651DB',US742651DB52 Govt,USD,AGEN_USD_USA
US742651DH23,PEFCO 3.050 10/15/2014,BOND,AGEN,YIELD,PEFCO,3.05,NA,10/15/14,US742651DH23,'742651DH',US742651DH23 Govt,USD,AGEN_USD_USA
US880591DY56,TVA 4.375 6/15/2015,BOND,AGEN,YIELD,TVA,4.375,NA,6/15/15,US880591DY56,'880591DY',US880591DY56 Govt,USD,AGEN_USD_USA
US3133ECE910,FFCB 0.400 2/1/2016,BOND,AGEN,YIELD,FFCB,0.4,NA,2/1/16,US3133ECE910,'3133ECE9',US3133ECE910 Govt,USD,AGEN_USD_USA
US3133ECFJ81,FFCB 0.250 1/30/2015,BOND,AGEN,YIELD,FFCB,0.25,NA,1/30/15,US3133ECFJ81,'3133ECFJ',US3133ECFJ81 Govt,USD,AGEN_USD_USA
US3133ECFK54,FFCB 0.200 8/28/2014,BOND,AGEN,YIELD,FFCB,0.2,NA,8/28/14,US3133ECFK54,'3133ECFK',US3133ECFK54 Govt,USD,AGEN_USD_USA
US3133ECFV10,FFCB 0.430 1/29/2016,BOND,AGEN,YIELD,FFCB,0.43,NA,1/29/16,US3133ECFV10,'3133ECFV',US3133ECFV10 Govt,USD,AGEN_USD_USA
US313382B777,FHLB 0.420 2/12/2016,BOND,AGEN,YIELD,FHLB,0.42,NA,2/12/16,US313382B777,'313382B7',US313382B777 Govt,USD,AGEN_USD_USA
US3134G3WS54,FHLMC 0.000 2/1/2016,BOND,AGEN,YIELD,FHLMC,0,NA,2/1/16,US3134G3WS54,'3134G3WS',US3134G3WS54 Govt,USD,AGEN_USD_USA
US3135G0UW19,FNMA 0.350 8/28/2015,BOND,AGEN,YIELD,FNMA,0.35,NA,8/28/15,US3135G0UW19,'3135G0UW',US3135G0UW19 Govt,USD,AGEN_USD_USA
US3133EAJU35,FFCB 1.050 3/28/2016,BOND,AGEN,YIELD,FFCB,1.05,NA,3/28/16,US3133EAJU35,'3133EAJU',US3133EAJU35 Govt,USD,AGEN_USD_USA
US3133ECGX66,FFCB 0.250 9/4/2014,BOND,AGEN,YIELD,FFCB,0.25,NA,9/4/14,US3133ECGX66,'3133ECGX',US3133ECGX66 Govt,USD,AGEN_USD_USA
US3133ECHV91,FFCB 0.350 7/30/2015,BOND,AGEN,YIELD,FFCB,0.35,NA,7/30/15,US3133ECHV91,'3133ECHV',US3133ECHV91 Govt,USD,AGEN_USD_USA
US3133XXP433,FHLB 3.125 3/11/2016,BOND,AGEN,YIELD,FHLB,3.125,NA,3/11/16,US3133XXP433,'3133XXP4',US3133XXP433 Govt,USD,AGEN_USD_USA
US313375RN99,FHLB 1.000 3/11/2016,BOND,AGEN,YIELD,FHLB,1,NA,3/11/16,US313375RN99,'313375RN',US313375RN99 Govt,USD,AGEN_USD_USA
US313382GF44,FHLB 0.210 9/12/2014,BOND,AGEN,YIELD,FHLB,0.21,NA,9/12/14,US313382GF44,'313382GF',US313382GF44 Govt,USD,AGEN_USD_USA
US313382JF17,FHLB 0.230 9/15/2014,BOND,AGEN,YIELD,FHLB,0.23,NA,9/15/14,US313382JF17,'313382JF',US313382JF17 Govt,USD,AGEN_USD_USA
US313382K851,FHLB 0.450 3/18/2016,BOND,AGEN,YIELD,FHLB,0.45,NA,3/18/16,US313382K851,'313382K8',US313382K851 Govt,USD,AGEN_USD_USA
US313382NZ25,FHLB 0.230 9/26/2014,BOND,AGEN,YIELD,FHLB,0.23,NA,9/26/14,US313382NZ25,'313382NZ',US313382NZ25 Govt,USD,AGEN_USD_USA
US31359MH896,FNMA 5.000 3/15/2016,BOND,AGEN,YIELD,FNMA,5,NA,3/15/16,US31359MH896,'31359MH8',US31359MH896 Govt,USD,AGEN_USD_USA
US3136FPET08,FNMA 2.000 3/10/2016,BOND,AGEN,YIELD,FNMA,2,NA,3/10/16,US3136FPET08,'3136FPET',US3136FPET08 Govt,USD,AGEN_USD_USA
US3135G0AL73,FNMA 2.250 3/15/2016,BOND,AGEN,YIELD,FNMA,2.25,NA,3/15/16,US3135G0AL73,'3135G0AL',US3135G0AL73 Govt,USD,AGEN_USD_USA
US3135G0VA89,FNMA 0.500 3/30/2016,BOND,AGEN,YIELD,FNMA,0.5,NA,3/30/16,US3135G0VA89,'3135G0VA',US3135G0VA89 Govt,USD,AGEN_USD_USA
US3133XFAY24,FHLB 5.250 4/15/2016,BOND,AGEN,YIELD,FHLB,5.25,NA,4/15/16,US3133XFAY24,'3133XFAY',US3133XFAY24 Govt,USD,AGEN_USD_USA
US313382ML48,FHLB 0.230 10/8/2014,BOND,AGEN,YIELD,FHLB,0.23,NA,10/8/14,US313382ML48,'313382ML',US313382ML48 Govt,USD,AGEN_USD_USA
US313382MM21,FHLB 0.230 10/15/2014,BOND,AGEN,YIELD,FHLB,0.23,NA,10/15/14,US313382MM21,'313382MM',US313382MM21 Govt,USD,AGEN_USD_USA
US313382QK29,FHLB 0.230 10/17/2014,BOND,AGEN,YIELD,FHLB,0.23,NA,10/17/14,US313382QK29,'313382QK',US313382QK29 Govt,USD,AGEN_USD_USA
US313382TH62,FHLB 0.210 10/22/2014,BOND,AGEN,YIELD,FHLB,0.21,NA,10/22/14,US313382TH62,'313382TH',US313382TH62 Govt,USD,AGEN_USD_USA
US313382TK91,FHLB 0.220 10/29/2014,BOND,AGEN,YIELD,FHLB,0.22,NA,10/29/14,US313382TK91,'313382TK',US313382TK91 Govt,USD,AGEN_USD_USA
US313382TM57,FHLB 0.220 10/24/2014,BOND,AGEN,YIELD,FHLB,0.22,NA,10/24/14,US313382TM57,'313382TM',US313382TM57 Govt,USD,AGEN_USD_USA
US3137EAAD15,FHLMC 5.250 4/18/2016,BOND,AGEN,YIELD,FHLMC,5.25,NA,4/18/16,US3137EAAD15,'3137EAAD',US3137EAAD15 Govt,USD,AGEN_USD_USA
US3134G3P958,FHLMC 5.000 4/1/2016,BOND,AGEN,YIELD,FHLMC,5,NA,4/1/16,US3134G3P958,'3134G3P9',US3134G3P958 Govt,USD,AGEN_USD_USA
US3134G43P15,FHLMC 3.400 5/8/2015,BOND,AGEN,YIELD,FHLMC,3.4,NA,5/8/15,US3134G43P15,'3134G43P',US3134G43P15 Govt,USD,AGEN_USD_USA
US3135G0BA00,FNMA 2.375 4/11/2016,BOND,AGEN,YIELD,FNMA,2.375,NA,4/11/16,US3135G0BA00,'3135G0BA',US3135G0BA00 Govt,USD,AGEN_USD_USA
US3133ECQF41,FFCB 0.250 5/28/2015,BOND,AGEN,YIELD,FFCB,0.25,NA,5/28/15,US3133ECQF41,'3133ECQF',US3133ECQF41 Govt,USD,AGEN_USD_USA
US3133XFJF44,FHLB 5.375 5/18/2016,BOND,AGEN,YIELD,FHLB,5.375,NA,5/18/16,US3133XFJF44,'3133XFJF',US3133XFJF44 Govt,USD,AGEN_USD_USA
US313383D243,FHLB 0.210 11/24/2014,BOND,AGEN,YIELD,FHLB,0.21,NA,11/24/14,US313383D243,'313383D2',US313383D243 Govt,USD,AGEN_USD_USA
